,text,label
5983,@SouthwestAir question all.  When will I receive my yearly bonus point accumulation? I think it's around now but not sure.  Thanks! :),neutral
5984,@SouthwestAir @FortuneMagazine. I'm flying on one right this minute,neutral
5985,"@SouthwestAir SW rocks, thanks for the reply and the follow. Rebooked earlier flight!",positive
5986,@SouthwestAir @FortuneMagazine Congrats!,positive
5987,@SouthwestAir @FortuneMagazine well deserved!,positive
5988,@SouthwestAir please please please choose me to go see @Imaginedragons   #DestinationDragons,neutral
5989,@SouthwestAir @FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!,positive
5990,@SouthwestAir @FortuneMagazine friendliest employees,positive
5991,@SouthwestAir I got a phishing email claiming to be from Southwest. I can forward to you if you'd like to investigate.,neutral
5992,"@SouthwestAir unfortunately no, it's my lack of status that's the big problem. My company policy forces me to buy the cheapest tickets",neutral
5993,@SouthwestAir Every flight flown by me personally(about two round trips per month) is FULL. Still hard to believe. Fly 8 hours thru ATL?NO,negative
5994,@SouthwestAir @FortuneMagazine Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp,positive
5995,"@southwestair has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney",neutral
5996,@SouthwestAir listening center is open seating just like on their planes. #RaganDisney,positive
5997,@SouthwestAir @jlittle100 Double up with this comment. PHL to anywhere South Florida is GONE GONE GONE. Hello US Air,negative
5998,@SouthwestAir . I don't like the new schedule. No more nonstops from PHL to FLL or PBI? We are not free to move between those cities. Sad.,negative
5999,@SouthwestAir Incredibly frustrating. I emailed but still haven't received a response.,negative
6000,@SouthwestAir I paid for inflight wifi only for it not to work. Download speed was 0.21mbps &amp; I ended up watching the free TV instead.,negative
6001,@SouthwestAir sure can! Just a second.,neutral
6002,@SouthwestAir oh my god thank you so much!!! I just sent you a DM,positive
6003,@SouthwestAir I wish I would've known so I could've slept 2 hours more and let my friend know not to wait for me after she lands...,negative
6004,@SouthwestAir Thank you for the prompt response. I will email Late Flightr today.,positive
6005,"THANKS to @SouthwestAir , I get to go to the #DestinationDragons @Imaginedragons show this weekend in UTAH @VelourLive  !!! #ThankYou",positive
6006,@SouthwestAir @FortuneMagazine Congratulations!,neutral
6007,"@SouthwestAir For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",neutral
6008,@SouthwestAir is there any chance I could get tickets to the #DestinationDragons show in Vegas? Ive been a huge fan for years! Pretty please,neutral
6009,"@SouthwestAir @FortuneMagazine Love u Southwest. You've always been helpful. When I traveled a lot w/my son, infant/toddler, U were great!",positive
6010,@SouthwestAir @FortuneMagazine Love flying Southwest! Best flight attendants ever!,positive
6011,@SouthwestAir nothing express about your express bag drop at Phoenix Sky Harbor,negative
6012,@SouthwestAir is it possible to book a refundable trip? Willing to pay extra. This would be for a domestic round trip flight,neutral
6013,"@SouthwestAir used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. 😔 why...so... few...direct...flights?",negative
6014,@SouthwestAir would you be willing to help me surprise my bestfriend with tickets to go see @Imaginedragons? #DestinationDragons Gracias!,neutral
6015,@SouthwestAir MAC computer left on BWI to LA flight on 14th.  Reward for recovery; info important to owner.#HELP #passengers #honesty,neutral
6016,"@SouthwestAir @FortuneMagazine I DO like your airlines, congrats! : )",positive
6017,@SouthwestAir Hi Guys good morning how are you doing,positive
6018,@SouthwestAir Is there an email address I can send some thoughts to? This experience was really not good &amp; I have some feedback.,negative
6019,@SouthwestAir Southwest is definitely my favorite airline to fly! :D,positive
6020,@SouthwestAir Congratulations!,positive
6021,@SouthwestAir great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎,negative
6022,@SouthwestAir guess where Ashley is. She's doing a great job presenting. #ragandisney http://t.co/5ZNMwxDI9U,positive
6023,@SouthwestAir using social business roadmap to develop intelligent path to embed social across enterprise #RaganDisney,neutral
6024,@SouthwestAir adds new direct flights from #Columbus to Oakland &amp; Boston starting August 2015 #cmh #oak #bos,neutral
6025,@SouthwestAir Is there anyway to pay more to get priority boarding A 1-15?,neutral
6026,@SouthwestAir @thirty_lives birthday is the 24th and he's not seeing Imagine Dragons at #DestinationDragons ?,negative
6027,"@SouthwestAir thank you for integrating with Passbook on iOS, it all works so much better now!!!",positive
6028,@SouthwestAir Is my friend lucky enough to see #DestinationDragons live on his birthday? He's been a fan for years @thirty_lives,negative
6029,@SouthwestAir I've been a fan of imagine dragons since 2012 and they're my fave band and #DestinationDragons is during my bday can I get tix,neutral
6030,@SouthwestAir Whats up with flight 4464 Ft myers to milwaukee???,neutral
6031,@SouthwestAir My birthday is during #DestinationDragons could I get tix?? http://t.co/07XhCacjax,neutral
6032,@SouthwestAir Please bring back RDU to FLL direct route!  I noticed it is missing starting in Late Flight August!  The flights are always packed!,neutral
6033,@SouthwestAir when you enter every contest for #DestinationDragons and lose :(,negative
6034,@SouthwestAir is main supporter of play where Jesus is portrayed as homosexual partner of Judas and who performs a “gay wedding” #boycott,negative
6035,@SouthwestAir Hi do you know why WN4287 is already delayed until 9:35pm tonight? Thanks !,neutral
6036,@SouthwestAir you're giving everyone tix for #DestinationDragons except for me and it's during my birthday!!!!,negative
6037,@SouthwestAir my birthday is during #DestinationDragons and im a huge fan- anyway I can get tickets?,positive
6038,"@SouthwestAir - thanks to the agent boarding 1137, ATL-AUS. Left my wallet on the inbound. He found it for me!",positive
6039,@SouthwestAir I sent you my conf number yesterday.,negative
6040,@SouthwestAir iPhone app now has passbook support! Whoot! It's the little things in life... 😜,positive
6041,@SouthwestAir Thanks! Will do,neutral
6042,@SouthwestAir If you read my tweet it is a gap in process for folks that take multiple flights in one day.,neutral
6043,@SouthwestAir  do you know where my plane is coming from?  I'm on SW flight 4464 from RSW to MKE,neutral
6044,"@SouthwestAir well, it was fun while it lasted. Not happy about the change to redeeming reward points. Won't be loyal anymore.",negative
6045,@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona,negative
6046,"@SouthwestAir aww thanks!! Other than that, love it!",positive
6047,@SouthwestAir Learn how to give folks on multiple flights the same day boarding position at least if you can't give them  boarding passes.,negative
6048,@SouthwestAir we're here at MCO. Thanks.,positive
6049,"@SouthwestAir schedule is open through the end of October, got Columbus day wknd in New England for ~50K points for 4! Check your calendar!",neutral
6050,@SouthwestAir the new logo is going to look amazing on the airplanes,positive
6051,@SouthwestAir I am now a rapids rewards member #lovetotravel #chaching,neutral
6052,@SouthwestAir okay just signed up!,neutral
6053,@SouthwestAir when's the next deal going to happen a poor college student is trying to fly to Orlando instead of drive in August! Lol,neutral
6054,"I appreciate the reply. RT @SouthwestAir: @luxclark We’re so sorry to keep you waiting, Laura. An Agent will be with you shortly...^CB",positive
6055,@SouthwestAir booked our flights this morning. Can't wait to move about the country.,neutral
6056,@SouthwestAir I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly,positive
6057,@SouthwestAir I'm getting leathery from the heat on 4251 before I even get to Vegas....,negative
6058,@SouthwestAir my first flight ever and flight #4251 is already having technical issues. Faaaannntastic.😭,negative
6059,@SouthwestAir trying to get to Mexico in September! How about affordable nonstop flights????,neutral
6060,@SouthwestAir how it feels on flight 4251 http://t.co/JM8gQ1KGrF,negative
6061,@SouthwestAir I think me and my group could use some nice cold drinks once we get in the air...we are all over 21 😜😎,neutral
6062,@SouthwestAir Stuck on 4251 with the heat blasting to try and thaw the water lines.... Kinda disappointed for my first flight as a RR member,negative
6063,"@SouthwestAir love how ""friendly"" your staff is when asking for updates on delayed flights causing missed connections. #horribleattitudes",negative
6064,"@SouthwestAir DM sent! Thanks so much for responding! Your response was so timely, I missed it!",positive
6065,@SouthwestAir hates guitar players. Chgd for oversize AND extra bag on my acoustic guitar. Epic fail.,negative
6066,@SouthwestAir are passengers automatically rebooked on other flights if original is Cancelled Flighted for weather etc?,neutral
6067,@SouthwestAir Thank you for having flights going out of Nashville! You guys Rock! #DisneyPrincessHalfMarathon #girlsweekend #bffs,positive
6068,"@SouthwestAir Flt 463 San Jose, CA -&gt; Denver, CO. Delayed 2 hrs but easily best flight + touchdown in all my years flying. Keep it up!",negative
6069,@SouthwestAir Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!,positive
6070,@SouthwestAir y'all the real MVP with these prices...,positive
6071,@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk,neutral
6072,@SouthwestAir Is there any chance I can get tickets for the Vegas stop? I missed my chance to enter the contest but I love ID to death !,neutral
6073,"@SouthwestAir Any chance the flight I just took can count for #3? I mean, I signed up with SW wifi in the air! 2/2",neutral
6074,@southwestair so I saw the promo for A-List when I was on a plane this Monday. I fly two more times in the qualification period. 1/2,neutral
6075,@SouthwestAir hilarious flight attendants on Vegas to Detroit tonight http://t.co/nw7vx7DGMF,neutral
6076,@SouthwestAir I spoke to soon... My bag was lost.. :(,negative
6077,@SouthwestAir @flightspots about time! #mobileboarding is a must!,neutral
6078,@SouthwestAir love bridesmaid dancing Can't wait for you to fly into puerto Vallarta and kick united ass!,positive
6079,"@SouthwestAir @tbuccheriFRNC3E. It takes 13.5 hours to fly from Chicago to Beijing on United, and 12 to fly from Vegas to Omaha on SW...",neutral
6080,@SouthwestAir I ❤️ you! The only airline that understands us military families and our unpredictable changes. Pound it 👊,positive
6081,@SouthwestAir can i get tiks for #DestinationDragons omg id love to! Plz 😱❤️im dying,positive
6082,"@SouthwestAir humor aside, we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly. What gives?",negative
6083,@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.,negative
6084,@SouthwestAir my PR class would luv to know who's in charge of your Twitter. How many people write your tweets? #gracias,neutral
6085,@SouthwestAir if you are giving tix to #DestinationDragons show would appreciate one or two for LA😄Flying from PHL to LAX on Friday,neutral
6086,@SouthwestAir any chance I can get tix for @VelourLive @Imaginedragons? I have been tweeting since January 26 about it #DestinationDragons,neutral
6087,@SouthwestAir only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!,neutral
6088,@SouthwestAir inflight entertainment.  Tonight a Willie Nelson impersonator sang for the passengers #peanutsandtoons http://t.co/kCDdOD7uFF,neutral
6089,@SouthwestAir had a very rude gate agent at BWI tonight gate B8 after a 6.5hr delay for flight 1172. I think a little training is in order.,negative
6090,Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!,positive
6091,@SouthwestAir heard you are saving 30k a year on fuel not carrying around those skymall's #ripskymall,neutral
6092,"@SouthwestAir if a passngr requires wheelchair to gt on plane then sits in an exit row, wld they b physically capable to help in emergency?",neutral
6093,"@SouthwestAir So there were 134 early-bird check-ins, because I was told there were no flythroughs? Good flight, otherwise ~",neutral
6094,@SouthwestAir Fantastic! Thank you!,positive
6095,@SouthwestAir sat on a plane for 2+ hrs on 2/15! Then we finally took off.. :(,negative
6096,@SouthwestAir - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim,positive
6097,@SouthwestAir flight Cancelled Flighted tonight and was told I won't receive a travel voucher for the inconvenience. Is that really your policy?,negative
6098,@SouthwestAir you guys are so clever 😃 http://t.co/qn5odUGFqK,positive
6099,@SouthwestAir I fly SWA a lot - ALWAYS purchase EB and NEVER past A30... Rethinking the SWA process.  Very misleading.,negative
6100,@southwestair Amazing view on the approach to LAX tonight. http://t.co/a68d5fULmH,positive
6101,@SouthwestAir today you sporadically changed my flight departure 5 times &amp; left two hours Late Flight. Uncharacteristic of u http://t.co/TXhYJ40llG,negative
6102,"@SouthwestAir, I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes",positive
6103,@SouthwestAir do new flights come out at midnight?,neutral
6104,"@SouthwestAir Looks like 'On February 19, 2015, we will open our schedule for sale through October 30, 2015' - know what time that will be?",neutral
6105,"@SouthwestAir Yes - with extra $77. I wonder what are you going yo loose, if there is room.",negative
6106,@SouthwestAir do you have all winners for @Imaginedragons #DestinationDragons,neutral
6107,"@SouthwestAir have a flight from Oakland to SNA at 7:30, and I asked if I can take 5:30, even there are 5 empty sests. Answer is ""No"". :(",negative
6108,"@SouthwestAir I had to travel to Savannah, GA, once again, on an airline I don't ""Luv"". When r u going to fly me to Savannah? Pleeeease!!!!",neutral
6109,"@SouthwestAir could care more about their customer, if there is a reasonable request :(",negative
6110,"@SouthwestAir So I am flying Chicago-LAX-PHX just to go spotting at LAX and PHX airports, then I am flying back to Chicago :)",neutral
6111,"@SouthwestAir Thanks for replying, I sen't my conf #! I love aviation and Southwest and all I wanted for my 18th was to fly SWA for the day!",positive
6112,@SouthwestAir I am going to stop flying with you.  Delays everytime.  This time due to paperwork?,negative
6113,@SouthwestAir Thnx. Hopefully it's just on the nxt flight up. I've got 3 shows this wknd. Worst case I'll just turn my sweatshirt inside out,negative
6114,@southwestair thanks for taking it up a notch!! leinenkugels #craftbeer #goodflight @ Norfolk… http://t.co/TgSLjjN6g0,positive
6115,@SouthwestAir i cant look up my confirmation number at the moment on mobile. the email is no longer in my inbox,neutral
6116,@SouthwestAir I receive bad customer service and ended up spending several hundred dollars to accommodate my family during each cxl flight,negative
6117,"@SouthwestAir thank u for not leaving me 
@me nice job running thru the airport to catch your connecting flight",positive
6118,@SouthwestAir it keeps saying that mobile boarding passes are unavailable despite having checked in and everything,negative
6119,@SouthwestAir thanks so much for making my night 😀 cannot wait for my trip next week! http://t.co/NbZ45jCd1r,positive
6120,@SouthwestAir your app isnt working and i take off in like two hours help,negative
6121,@SouthwestAir why can't you take me to Knoxville?? yall are my fav #help,negative
6122,@SouthwestAir @Imaginedragons any info on #DestinationDragons ?? me &amp; @sammi_jon3s need to know..,neutral
6123,@SouthwestAir filing it now. Thank you for your response.,positive
6124,@SouthwestAir #DestinationDragons Any word on winners of contest? Any chance for tix for the Provo DestinationDragons show? Fingers Crossed!,neutral
6125,@SouthwestAir I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.,neutral
6126,@SouthwestAir One heck of an airline http://t.co/CyoOnZfTdC,positive
6127,@SouthwestAir Thanks!!! :)  It is good to air on the side of caution,neutral
6128,"@SouthwestAir I understand weather is not your fault, but as a frequent flyer I expected better customer service. I'll be trying @Delta",negative
6129,@SouthwestAir Yay! And are dependents with ID (wife children) eligible to use this discount too? How do you use it over the phone/inperson?,neutral
6130,"@SouthwestAir My flight was 952, leaving las vegas at 5:40pm, arriving at CHI-MID at 11:00 pm.",negative
6131,"@SouthwestAir woohoo that just made my day. I looked and just couldn't find that, thank you!",positive
6132,@SouthwestAir doesn't even have gluten free peanuts. whyyy me??,negative
6133,@SouthwestAir when will dates to fly go past August 7 2015?,neutral
6134,@SouthwestAir just had a great flight #4223 with Damion! He was the best #damionflight4223,positive
6135,@SouthwestAir Please update your website,negative
6136,YO! @InternJohnRadio @mrerickv  give @SouthwestAir their plane back.  They're mad &amp; threatening to take away my Companion Pass. #Luv,neutral
6137,"@SouthwestAir @Kaneshow @InternJohnRadio @mrerickv THIS IS EVERYTHING... now, return that jet so we can go to Miami!",negative
6138,@SouthwestAir where was the inclement weather? Other flights left DCA today and this plane appeared to be coming from AUS.,negative
6139,@SouthwestAir Whoa. Thanks and that's what I wanted to hear! Early flight coming up. Thanks for the reply.,positive
6140,@SouthwestAir Working on a piece about military discounts and am hearing you offer one. Can you give me specifics and confirm? Thank You!,neutral
6141,@SouthwestAir @Imaginedragons  Did they pick someone for Destination Dragons?,neutral
6142,@SouthwestAir Do you anticipate any Cancelled Flightlations for flights out of Nashville tomorrow? Thank you!,neutral
6143,@SouthwestAir thx - fingers crossed they are found.,positive
6144,@SouthwestAir do you have any info about when #DestinationDragons winners will be announced? me &amp; my best friend are hoping to win. thanks!,neutral
6145,@SouthwestAir So far so good! http://t.co/16c9ex79Rk,positive
6146,@SouthwestAir just DMed you guys!!! 😁😁😁😁,neutral
6147,"@SouthwestAir @LeeAnnHealey I was all, yeah sale fares! I got places to fly! Oh damn, right, I live where SWA doesn't fly. #why",negative
6148,@SouthwestAir @Imaginedragons @beatsmusic I'd love to hear them live at @VelourLive @velourlive this saturday! #destinationdragons,positive
6149,"@SouthwestAir that's why I fly y'all, that personalized service",positive
6150,@SouthwestAir k but who won destination dragons,neutral
6151,"@SouthwestAir @Imaginedragons @beatsmusic well timed tweet, just boarded and will be listening on my way home!",positive
6152,@SouthwestAir it took ages for one snapchat story to load. one. ONE. I will demolish you,negative
6153,@SouthwestAir I dunno my travel information.. like what?,neutral
6154,@SouthwestAir lost my sunglasses &amp; case on a flight 3933 last night - is there a lost &amp; found?,negative
6155,"@SouthwestAir snapchat, iMessage, instagram......",neutral
6156,@SouthwestAir your WiFi is shit. fix that up before I jump out of the closest bloody fucking emergency exit.,negative
6157,@SouthwestAir We need help changing a name on a company reservation....We tried calling customer relations but there is a busy signal.,negative
6158,"@SouthwestAir alas, it was pretty full so we had to entertain ourselves with witty repartee ...",negative
6159,@SouthwestAir will do! #heart #flying,neutral
6160,@SouthwestAir I am trying to book another flight and apply my credits that I had from another flight but I can't find them.,negative
6161,@SouthwestAir So frustrated with my experience with #Southwest. 18 hours trapped in Denver bc of mechanical problems. #worstcustomerservice,negative
6162,@SouthwestAir awesome. thank you!,positive
6163,@SouthwestAir we've now lost a whole day of our honeymoon... Very disappointed and frustrated with everything.,negative
6164,@SouthwestAir we have to stay in Chicago overnight and meet up with our bags there. I hope they stay put and don't get put on a flight.,negative
6165,"@SouthwestAir luckily, the people working the BSO at Chicago Midway have been very attentive and found our bags in Punta Cana.",positive
6166,"@SouthwestAir are bicycles that the 62"", 50lbs criteria free or bikes are automatically $75/each way? The FAQ page isn't very clear to me.",negative
6167,@SouthwestAir is there a way to DM you?,neutral
6168,@SouthwestAir was wondering is there a reason why customer service is so busy? Been on hold past few days for many hours No answer Help plz,negative
6169,"@SouthwestAir Open more kiosks at 
Austin-Bergstrom. Three lanes to service a line of 50 people? Really?",negative
6170,@SouthwestAir @ PIT- Gate A1! Big shout out to the lady trying to track him down!,positive
6171,@SouthwestAir - I just had a great experience with your customer service team. Thank you! #LuvSW A-list,positive
6172,@SouthwestAir is there a way to know who checked my bag on the curb? She was awesome!!! And want to be sure she gets a high five!,positive
6173,@SouthwestAir yall still fly in the cold right?,neutral
6174,"@SouthwestAir pls help me get this resolved &amp; reimbursement made.  gracias, rico; pls send me private msg with phone number or email address",negative
6175,"@SouthwestAir A-list preferred line phone wait was 15 minutes. I hung up, not feeling A-list-ey!",negative
6176,@SouthwestAir How do I stop getting credit card apps? I already have a card!,negative
6177,@SouthwestAir thank you for handling this for me. Glad Southwest cares about what it's flyers think!,positive
6178,Bingo! “@SouthwestAir: Thank you for bringing this to our attention. We'll be happy to reach out to Noah so we can make this right. ^MR”,positive
6179,"@SouthwestAir oops, Sorry, Done,",neutral
6180,@SouthwestAir how come on mobile I can't proceed w/o entering a postcode at purchase. I'm from Ireland and I don't have a postcode just.,neutral
6181,@SouthwestAir TSA Pre isn't showing up on my boarding passes and I've followed all of the steps. Please help.,negative
6182,@SouthwestAir I would but you need to follow me first ;-),neutral
6183,@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.,neutral
6184,@SouthwestAir love..luv the addition of the passbook option.,positive
6185,@SouthwestAir thanks for the follow up. So glad to get my bag back.,positive
6186,"@SouthwestAir Denver to Phoenix, I think we're finally getting ready to take off.",neutral
6187,"@southwestair is your companion pass broken today? 
purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS (SW900001-vyiL1XKlROG24fS-918j_A)",neutral
6188,@SouthwestAir if you guys fuck this up again  I will never forgive you,negative
6189,@SouthwestAir I'm smashed into a window by the giant guest sitting next to me. #4386. No way this guy should have been given 1 seat.,negative
6190,@SouthwestAir I'm miserable on your Orlando to Vegas nonstop right now. How big must a guest be for u to require 2 seats?  I'm in 1A btw.,negative
6191,@SouthwestAir amazing service by your SW stewardesses! From den to Cun and from CUN to Atl and atl to lax. Thank u!,positive
6192,@southwestair #ftw! ✈️ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw,neutral
6193,@SouthwestAir did you pick the winners for the #DestinationDragons ?? #87yearsLate Flightr #maybeijustlost #whyyounoloveme,neutral
6194,@SouthwestAir @love_dragonss lol I'm sorry I'm just seeing this now but LAUREN OH MY GOD AHHHH,positive
6195,@SouthwestAir bad weather and multiple Cancelled Flighted flights has us all scared!  Noted for next time.,negative
6196,@SouthwestAir good to know NOW!  Three sets of travelers in just 20 mins standing here waiting for mins to pass by.,negative
6197,@SouthwestAir once or twice a year. Hard to get vacation time from work sometimes. But love flying with you guys!,positive
6198,@SouthwestAir JUST GAVE ME TICKETS TO SEE @Imaginedragons  AT @VelourLive ON SATURDAY. I CAN'T EVEN RIGHT NOW HAHA. THANK YOU!!!!,positive
6199,"@SouthwestAir doesn't want to deal with me, but the world might want to know how they are treating their customers: http://t.co/sKKewqhssG",negative
6200,@SouthwestAir So I guess you can get to the airport too early!  Need to wait 10mins to checkin. Really?,negative
6201,@SouthwestAir @taylormdowns We share that value in common. :),positive
6202,"@SouthwestAir Is the 1,750 bonus at 1800Flowers still on or did it expire 2/14/15?",neutral
6203,@SouthwestAir @karajusto OK we will! Thank you!!!,positive
6204,@SouthwestAir 8FKQW is the conf #. Thanks for the reply,neutral
6205,"@SouthwestAir Times change, I guess. http://t.co/osox9h7fWY",neutral
6206,@SouthwestAir #worstthingever 2days Late Flightr our lost bag was fedexed somewhere. Do you know where cause we don't &amp; it was delivered somewhere,negative
6207,@SouthwestAir App Updated With #Passbook Support http://t.co/WrWqrUblPs via @ubergizmo,neutral
6208,"@SouthwestAir how do i know that my information is not found on other people's account?  I can see someone else's reservation, rr # and trip",negative
6209,@SouthwestAir I don't have a conference number.  I spoke with Courtney in Texas and David before that. they finally fixed mine after an hour,negative
6210,@SouthwestAir Any possible chance of SWA bringing back service between LGA-BWI? It would make it much easier to connect to the west coast.,neutral
6211,@SouthwestAir please expedite missing bag claim #3526665682. Thanks!,neutral
6212,@SouthwestAir is there anything I can do to get tickets for @Imaginedragons at @VinylVegas? It would mean so much to me #DestinationDragons,neutral
6213,@SouthwestAir When does the new schedule open that takes us past 10/31?,neutral
6214,@SouthwestAir Customer service said it was a known problem that they were using same confirmation numbers for domestic and international,negative
6215,@SouthwestAir looks like my 1 yr anni trip has been replaced w someone's itinerary. Worried abt who can c my flight http://t.co/BApE6RuMNE,negative
6216,@SouthwestAir go south everyone,neutral
6217,"@SouthwestAir why would I want to when the last time I did, you screwed me out of my early boarding that I PAID FOR.",negative
6218,@SouthwestAir thanks for the follow up.  I appreciate it.,positive
6219,@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!,positive
6220,@SouthwestAir #JamesAsworth has the worst corporate account manager #22 Brent. I will now take my 70plus flights to @Delta thank you,negative
6221,@SouthwestAir just sent you a DM w/ additonal info,neutral
6222,"@SouthwestAir, a complete horror show. Flights bumped three times today, before noon, not how to run an airline. #cantblametheweather.",negative
6223,@SouthwestAir can I please go see @Imaginedragons on friday? I promise I'll only fly Southwest when going back home to NH #MHTforlife,neutral
6224,@southwestair. So important to accept others for who they are. #SWADiversity,neutral
6225,"5 hour delay = shortly?“@SouthwestAir: @brendanpshannon Brendan, we are so sorry to keep you waiting. We'll have you in the air shortly!^RS”",negative
6226,@SouthwestAir Are you announcing any more winners to the #DestinationDragons @Imaginedragons  show @VelourLive in UTAH this weekend? #Lucky,neutral
6227,"@SouthwestAir thanks, already subscribe and have a RR Account. Had received a promo code last month but has since expired. Any new offers?",positive
6228,@SouthwestAir thank you kindly.,positive
6229,@SouthwestAir step 1: be less shot. Step 2: acknowledge customers other places than Twitter. Step 3: don't suck so much,negative
6230,@SouthwestAir so when do we find out who won the imagine dragons contest?,neutral
6231,@southwestair Great job celebrating #MardiGras2015 .  You own the industry . Another reason I'm nuts for you! http://t.co/8WBzOrRn3C,positive
6232,@SouthwestAir Thank you.,neutral
6233,@SouthwestAir planning a family trip to Orlando in May and trying to figure out when to book to get the best rate. Any Suggestions?,neutral
6234,@SouthwestAir lemme come to #DestinationDragons 😭😭😭 this university student could use a break from all these books.,neutral
6235,@SouthwestAir I'm sorry for straying and going with @AmericanAir I've learned my lesson. These attendants need some SW happiness!,negative
6236,@SouthwestAir I will not have my passport in time for my trip. Could I still fly with photo ID? #thingsishouldknow #ifeeldumb,neutral
6237,"@SouthwestAir just added #passbook support to their iOS application! Finally, I get to add them to my collection. http://t.co/lEdNoCdQee",positive
6238,@SouthwestAir how can I get tickets for Feb 20 Imagine Dragons show?,neutral
6239,"@SouthwestAir I'm really craving your pretzels, please send me some.",positive
6240,"@SouthwestAir allows you to change a flight once for no fee, yay! I will always book flights with them. @AmericanAir changes you $200",positive
6241,@SouthwestAir give me tickets to the atlanta show and I'll roadtrip from Canada!! Deal? 😆,neutral
6242,@SouthwestAir it's the poor customer service that I have a problem with!!!!!,negative
6243,@SouthwestAir it was this one but looks like the problem is now fixed. https://t.co/CFI1E3KXA9,negative
6244,"@SouthwestAir sure,I'll send a message now!",neutral
6245,@southwestair#SWADiversity We are ready to be inspired! http://t.co/S3EsW5AgUm,positive
6246,@SouthwestAir sent,neutral
6247,.@SouthwestAir 3 days &amp; still not home. Not even off the ground. 3. Days. #PastMyPatienceExpirationDate,negative
6248,@SouthwestAir 10 revenue flights since the beginning of 2015?,neutral
6249,@SouthwestAir understand you can only do so much but often it seems like a quick request to the desk is all it takes no questions asked.,negative
6250,@SouthwestAir Looking forward to out Power of Inclusion event with very special guests! We will begin promptly at 11:30 a.m. #SWADiversity,neutral
6251,@SouthwestAir tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it.,negative
6252,@SouthwestAir Just OH-ing a text message I received from an entitled jackass of a friend.,negative
6253,“@SouthwestAir: @kirkwoodtiger Hmmm... how does the Caribbean sound? https://t.co/AAY5avg99b ^LD” WARM THANKS!,positive
6254,"@SouthwestAir I have a flight to Vegas coming up soon, but haven’t received any drink tickets Late Flightly. Can you help me out?",neutral
6255,“@SouthwestAir: @saysorrychris Can you follow back for a quick DM? ^SW”followed,neutral
6256,@SouthwestAir All Flights lead to VEGAS BABY!,neutral
6257,@SouthwestAir - Apology accepted! #customerserviceWIN #itravelalot http://t.co/z5znfwkKWP,positive
6258,@SouthwestAir how does your pre boarding process work? Basically anyone who doesn't want to wait their turn can get a slip?,negative
6259,"@SouthwestAir LOVE your TV ad with the girl dancing. Makes me laugh every time, AND now I want to take a trip! :-)",positive
6260,@SouthwestAir it's ok...I forgive you guys.,negative
6261,@SouthwestAir now it's delayed until 3:55. Getting yelled at by attendants not to bother them. Getting worse,negative
6262,@SouthwestAir Southwest is scheduled to fly to Costa Rica on March 7 but I can't book it online. When will this be available?,negative
6263,@SouthwestAir Yes! I did and the bags came straight to my hotel. Thank you ...you guys rock!,positive
6264,@SouthwestAir  Southwest is currently awaiting government approval for this route. Do we know when it will be official?,neutral
6265,@SouthwestAir is offering #CompanionPasses to Atlanta residing frequent fliers! http://t.co/mdN5ED58ze,neutral
6266,@SouthwestAir thank you!!!,positive
6267,@SouthwestAir @love_dragonss oh my gosh,positive
6268,@SouthwestAir Service rep didn't say I was dumb just had the tone of voice like I should have known about it.,negative
6269,@SouthwestAir it would be nice if I could talk to an agent rather than get caught up w/ a promotion &amp; then be hung up on,negative
6270,@SouthwestAir I just wanted Southwest to know that I don't think they're as great as I used to anymore. Nothing to look into.,negative
6271,@SouthwestAir @love_dragonss LAUREN IM SCREAMING,positive
