,text,label
9663,@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight,negative
9664,@USAirways the call hung up on me..,negative
9665,@USAirways got this message on your site to call about my flight - just gave up after being on hold for 3 HOURS! http://t.co/5cDX2ROAE6,negative
9666,@USAirways #usairways lost a passenger today for not upholding their promise of excellent customer service!!!,negative
9667,@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler,negative
9668,@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL,negative
9669,Number or email? That's the purpose of sending you a tweet? @USAirways,negative
9670,@USAirways Thank you. I'll do that next time!,positive
9671,@USAirways it still says that I can't check into my flight because the information is incorrect but everything is entered correctly,negative
9672,@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline,negative
9673,@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.,negative
9674,@USAirways had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh,negative
9675,@USAirways does anyone from your airline know how to do their job?,negative
9676,@USAirways Has To Be THE WORST Airline Of All Time😡😡😡,negative
9677,@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg,negative
9678,@USAirways you reminded me today why I fly @SouthwestAir,negative
9679,@USAirways looks like our bag has been rescued. Thanks!,positive
9680,@USAirways .... I've been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous,negative
9681,@USAirways you are the worst.,negative
9682,@USAirways making folks run from gate C29 to A18 to B11 with NO EXPLANATION and zero carts to transfer elderly and handicap. #PHL,negative
9683,@USAirways have been waiting in an airplane for a total of 3 hours to take off between 2 flights today...this usually doesn't happen...,negative
9684,@USAirways not given option for new flight! Why can't we get a plane PHL-MIA? 20years as an #eventprof this is worst travel experience ever,negative
9685,@USAirways doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it,negative
9686,@USAirways and @AmericanAir aren't as merged as the marketing departments would have us believe. Maybe @Delta or @united can get me home?,neutral
9687,"@USAirways absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!!",negative
9688,"@USAirways @AmericanAir as soon as I call customer service to speak to a representative, I am disconnected",negative
9689,"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one",negative
9690,@USAirways give us no information and an attitude.,negative
9691,@USAirways Looking for some help to recover an item I left on an airplane this evening,neutral
9692,@USAirways attendants at the gate. Enjoyed watching the other flight to our destination take off before having a horrible attendant give us,negative
9693,"@USAirways now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no...",negative
9694,@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.,negative
9695,"@USAirways @AmericanAir have the most rude, unreliable, horrible company with equally rude, unreliable and horrible employees. Stay tuned.",negative
9696,"@USAirways #PHL why does it take an hour to offload bags, especially after taking 30+ min to get a jetway to get off plane after landing?",negative
9697,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail",negative
9698,@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger,negative
9699,@USAirways have you heard about the debacle at DCA? What is happening with our New Orleans flight? #wewanttoknow,negative
9700,@USAirways I think it's a little weak sauce you have zero inflight entertainment for a 4 hour flight from Salt Lake to Philadelphia,negative
9701,"@USAirways we flew out, through and into good weather. when we landed,  another technical issue with gate. improve service or lose customers",negative
9702,"@USAirways - is stranding your customers, not reFlight Booking Problems them, and then not answering the phone the way you treat Platinum members?",negative
9703,@USAirways I made a reservation online but I didn't receive any confirmation email. My bank said the transaction went through. Can u help?,negative
9704,@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?,negative
9705,@USAirways Have you issued a Memphis travel advisory for tomorrow? Winter weather coming through now.,neutral
9706,@USAirways any update on this flight?It's more than three hours delayed. Thank you.,negative
9707,"@USAirways @AmericanAir you should partner w/ a different hotel in PHL, the clarion is proving to be very difficult &amp; not customer friendly",negative
9708,@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight????????,negative
9709,"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards",negative
9710,@USAirways nightmare trying to get to Costa Rica from PHL today. Stuck in Miami and no one answers at 800 number.,negative
9711,@USAirways @PeterPiatetsky Ummmm I think US Air's computers@were@down for hours - my flight is 3 hours Late Flight.,negative
9712,"@USAirways comedy of errors continues..."" We can't get into our gate, there is a broken down truck in the way"" #fail",negative
9713,@USAirways Instructions say to CALL. I'm just doing what it said to do.,negative
9714,@USairways Since I am a loyal USAir customer I am sure that they will make this up to me-right now I want to get home &amp; back to work.,positive
9715,@USAirways The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up.,negative
9716,@USAirways you're really fudgin up with all these delays 😡 #justwantmybed,negative
9717,"@USAirways Just discovered that they billed us $300 for the rescheduled flight, which cost me a second day of lost work.",negative
9718,@USAirways Today USAir Cancelled Flightled our rescheduled flight &amp; did not notify us except possibly to our home phone-not helpful since we are in CO,negative
9719,@USAirways and I can't get through on any phones,negative
9720,@USAirways Thanks for ruining my last night of vacation because I have to worry about my flight because y'all don't have record of it,negative
9721,"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost.",positive
9722,"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation.",negative
9723,@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando,negative
9724,@USAirways Missed flight. Rude CSR. No flight till Tuesday. No answer on twitter. Help me out with a RT @pattonoswalt you're my only hope.,negative
9725,"@USAirways delayed 2.5 hours @longbeachairport trying to get to @PHXSkyHarbor; give us an update, please???",negative
9726,@USAirways @PHLAirport always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour,negative
9727,@USAirways - just passed the 3 hour mark #onholdwith you for THIS call.  Gave up after 2.5 this morning.,negative
9728,"@USAirways What is with your lost &amp; found.  My wife lost her phone in Philly, &amp; followed your web instructions to call an 800#.  No answer.",negative
9729,"@USAirways Can you help with a seat assignment?  5 people flight 694, PHX to HNL, seats are split up.  Anything you can do will be great.",neutral
9730,@USAirways follow/dm please,neutral
9731,@USAirways - have dinner reservations in a few minutes -- and I've been trying to get through to you since BREAKFAST. #onholdwith,negative
9732,"@USAirways CLT, please send more than one cust svc rep to your cust svc counter to assist a line out the door. http://t.co/v24QNp3DOi",negative
9733,@USAirways help! I've been on hold for almost two hours. Trying 2 get home.,negative
9734,"@USAirways  ""please call Late Flightr"" is not acceptable - but neither is being on hold for 5+ hrs #onholdwith",negative
9735,@USAirways been sitting at gate for over 25 min on us 728! What gives???,negative
9736,@USAirways - I wouldn't need to wait on hold for 6+ hours if your website worked correctly - please respond!,negative
9737,"@USAirways - how do I get an answer to my question?  Holding for hours , after 6x getting your message just said you aren't taking calls.",negative
9738,@USAirways why the hell did you overbook a plane when you knew people actually had seat assignments. #inept #uncaring #piss poorplanning,negative
9739,"@USAirways worst service at Reagan Int. I rarely post about a company or service, but I am so annoyed. Not weather reLate Flightd…incompetence.",negative
9740,@USAirways - been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help!,negative
9741,@USAirways So far....my phone wait time is longer than @ABCNetwork's #Oscars coverage. #WhatCustomerService,negative
9742,"@USAirways Chairman Preferred with 518,758 lifetime miles. What is my US Air reward, no #firstclass upgrades on @AmericanAir as usual.",negative
9743,@USAirways Flight 4424 operated by @FlyRepublicAir (N813MA) arrives at @FlyTPA following flight from Reagan National http://t.co/OSc9OFlol3,neutral
9744,@USAirways 45 minute delay for take off and 30 minute wait for checked bags? Really?,negative
9745,@USAirways I've been on hold for 90 minutes. This is terrible customer service. You messed up my reservation! http://t.co/oyLgeao7Y8,negative
9746,@USAirways why won't you help me get my luggage back? I'm a teen trying to change the world in DC #Flight5182 #usairways,negative
9747,@USAirways Southern Hospitality luggage delivery service from SAV is AWFUL. Great @ delivering empty promises but not luggage #8hrs&amp;waiting,negative
9748,@USAirways 1st flight with U.S. Air Plane had mechanical issues. Wait 90 minutes for help from customer service. No help from management,negative
9749,"@USAirways  flight missed due to mech issue. No food voucher, transported to different airport, no rental reimbursement 😡",negative
9750,@USAirways @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now.,negative
9751,@USAirways  Interesting you forward compliments but never complaints!  World's worst airline #GoingForGreatnessFAIL,negative
9752,"@USAirways - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival.",negative
9753,"@USAirways how is it that the airport (DCA) and the airline mess up our flights, but also will not cover our hotel costs? At DCA for 5hrs...",negative
9754,@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa,negative
9755,@USAirways the entire flight crew on flight 738 from BOS to PHL is doing a wonderful job and making this experience not totally suck. 😊,positive
9756,@USAirways Can someone please answer my call. I have been waaaaaaiting!!!,negative
9757,@USAirways is holding my luggage hostage from flight 5182,negative
9758,"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly.",positive
9759,"I've been trying to set up my phone interview for days, and hoping the position won't be filled because the link doesn't work. @USAirways",negative
9760,@USAirways do you have an email??,neutral
9761,"@USAirways - had to call to find out I was re-booked tomorrow, why ask for my number an email for day of info",negative
9762,"@USAirways   US AIRWAYS DON'T CARE FOR CUSTOMERS. Worst experience today with US airways.. Myself, wife and toddler",negative
9763,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM,positive
9764,"@USAirways your rude staff said"" I don't care that we are out of market place food you're going on vacation and I have to work"" nice huh",negative
9765,@USAirways what happens to frequent flyer miles earned once merger is complete with AA?,neutral
9766,@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks,negative
9767,@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr?,negative
9768,@USAirways any idea when flight 703 to Miami will leave for a second time?,neutral
9769,@USAirways I have contacted them but only got an automated response that won't give me the code.,negative
9770,"@USAirways @GregWallace66 Yea, they will give you 5 cents on the dollar!",neutral
9771,@USAirways Really a letter that says you will discuss serving drunks more drinks that doesn't help the current situation,negative
9772,"@USAirways great, thank you!",positive
9773,@USAirways @AmericanAir so does that mean @AmericanAir that you might care about my sister be assaulted on one of your flights,negative
9774,@USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal!,negative
9775,@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!,positive
9776,@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them,negative
9777,"@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal!",negative
9778,@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it,negative
9779,@USAirways @AmericanAir Not providing pilots for your flights: is this a new feature of your merger? #efficencies,negative
9780,@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.,neutral
9781,@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service,negative
9782,@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs,negative
9783,@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next?,negative
9784,"@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help",negative
9785,"@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA",negative
9786,@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now,negative
9787,@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense!,negative
9788,@USAirways flight 2120. Please get us a flight plan already. How is this an issue in 21st century?,negative
9789,"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e",negative
9790,@USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly. istead of raleigh to philly,negative
9791,"@USAirways rant cont... To top it all off, rescheduled flight to TPA at 10:10 is already delayed. How can they be that bad?",negative
9792,@USAirways Can you advise on what's happening with departure delays from CLT?,negative
9793,@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.,neutral
9794,@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed,negative
9795,@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday,positive
9796,@USAirways What is happening? Have been sitting in Philly for hours. Pls take care of Flight 759 to Chicago. At least least us know! #soLate Flight,negative
9797,@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls,negative
9798,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent,negative
9799,@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb,negative
9800,@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here,negative
9801,"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!",positive
9802,@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta,negative
9803,@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises,negative
9804,@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs,negative
9805,@USAirways you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.#pisspoor,negative
9806,@USAirways I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP,neutral
9807,@USAirways where's our luggage? Been waiting more than an hour! Flight 2118.,negative
9808,@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?,neutral
9809,@USAirways You suck in Philadelphia.  Let us off this plane! #phl,negative
9810,"@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail",negative
9811,@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40,neutral
9812,@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??,negative
9813,"@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage?",negative
9814,"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again.",negative
9815,@USAirways #stuck in Florida with no flights... Service sucks here. #nofood #nodrinks #nohelp,negative
9816,"@USAirways - why can't the gate agent on flight #759 provide an update? Seriously, this is ridiculous how long people have been waiting",negative
9817,@USAirways your IVR hung up on me because of high call volume? I need help. Call me,negative
9818,"@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT.",negative
9819,"@USAirways sorry, we are in Philly. Should've told you that.",neutral
9820,@USAirways pilot for flight 729 didn't show until after departure ⌚️ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight,negative
9821,@USAirways pilot says that we are going to take off in 10 minutes. So maybe the systems came back online?,neutral
9822,@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs,negative
9823,@USAirways @AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it..,negative
9824,"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6",negative
9825,"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!",negative
9826,@USAirways when your routing system goes down which grounds all your long haul flights you should think about a #failover plan,negative
9827,@USAirways @Truthh4 they didn't give you the wifi password? Smh,negative
9828,@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??,negative
9829,@USAirways ...was Cancelled Flightled and now I need to locate my baggage,negative
9830,@USAirways I need help locating my bag. I arrived in Denver last night at midnight from charlotte but my  8am flight to Hayden/steamboat,negative
9831,@USAirways #555PHLtoSLC this is happening now.,neutral
9832,@USAirways what is going on with the computers? Why is my flight grounded? Why does your airline suck so much? #UnansweredQuestions,negative
9833,@USAirways @AmericanAir 2hrs Late Flightr finally taking off😂😂😂,negative
9834,"@USAirways holding your passengers hostage during your computer crash is not customer friendly, let us off the plane or get us moving",negative
9835,@USAirways been on hold for over and hour now.,negative
9836,@USAirways pilot tells me that all @AmericanAir and US Airways flights across the country have stopped due to a computer system failure.,negative
9837,@USAirways Flt 4609 landed over half an hour ago. Not a single bag yet on the baggage claim. Hate you so much right now.,negative
9838,@USAirways @AmericanAir will one of you please answer the phone?,negative
9839,@USAirways no word on delay reasons @LGB but Twitter is aflame with flight tracking computer crash. Rumors. True or Not?,negative
9840,"@USAirways stuck at the gate in Charlotte, NC waiting for ""release papers"" and a fix for a broken computer system.",negative
9841,@USAirways Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,negative
9842,@USAirways not Cancelled Flightling #837 because you don't want to put us in a hotel for night is our guess,negative
9843,@USAirways can I get a beer please. Flight #1715,neutral
9844,@USAirways really? 8 hr delay in Virgin Island and not even a food voucher.,negative
9845,@usairways the. Worst. Ever. #dca #customerservice,negative
9846,@USAirways 2nd February in a row- stranded us when we try to return from Cancun! No contact info- no way to rebook! #badcustomerservice,negative
9847,@USAirways printer problems causing us to sit on the runway for 45 mins. Get it together.,negative
9848,@USAirways nothing like back to back delayed flights let hope this one isn't 12 hours like the last time.,negative
9849,@USAirways can you please help me find my luggage since you're the one who lost it? Your customer service SUCKS.,negative
9850,@USAirways What is happening at Reagan Airport DCA? Long lines and four people working checkIn! #unhappy #DCA,negative
9851,"@USAirways @AuroraBIZ check your bag, @PHLAirport bag handlers broke into my suitcase and stole my camera, bag was returned in a trash bag",negative
9852,@usairways hopefully your crappy service improves as u become @americanairlines #angryairtravel #winterstorm,negative
9853,@usairways 2 people working the counter at #dca? Massive lines. Poorly played. #winterstorm,negative
9854,@USAirways what's going on in CLT?,neutral
9855,@USAirways @USAirwaysCenter My lost bag lands in Hartford at 639p tonight. Will it be delivered to Danbury CT tonight?,negative
9856,@USAirways So any ideas when the IT Geeks will plug in the servers so 639 can be on its way to PHX?,neutral
9857,@USAirways who do I contact about my awful experience I had 2/15/15 with @USAirways Flight 713 BUF-CLT?,negative
9858,@USAirways @AmericanAir  nvm my bad it's been an hour and a half #thanks,negative
9859,@USAirways after a crappy flight due to delays and rude staff members I'm happy to report after paying $25 to check my luggage it's ruined,negative
9860,@USAirways always letting me down. 👊,negative
9861,@USAirways please keep Emily at you gso airport ticketing on staff she is amazing,positive
9862,"@usairways I don't understand why I can't get my missing miles? I was on the flight, it was in my Dividend Miles Account… #help",negative
9863,"@USAirways can't seem to find the pilots for our 6pm flight, never seen anything like it before #drunkpilots http://t.co/Zira2z3UDc",negative
9864,@USAirways really? No meal vouchers for a 7 hour flight delay out of Virgin Islands...,negative
9865,@USAirways but the automated message says the line is too busy to join the queue! #stuckintheloop,negative
9866,"@usairways HI again! How you suggested I contacted u via phone, sent a mail with the original ticket &amp; the result: http://t.co/214i0RTIH4",negative
9867,"@USAirways stuck on the ramp at DCA, US Air computer system crashed...everywhere.",negative
9868,@USAirways #flight2031 the flight to Hell,negative
9869,"@USAirways Gave up after more than 2 hours on hold. Still need that receipt; last time it was promised, it never arrived. Help?!",negative
9870,@USAirways @AmericanAir just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924,negative
9871,"@USAirways told me I deserved to be delayed because I booked the last flight and then I hear ""the only inconvience is missing your flight""",negative
9872,@USAirways Any update on the computer outtage affecting flights? Is this national or just Northeast? ETA on resolution?,neutral
9873,"@USAirways flight 2031, worst experience we've ever had on a flight. Regretting opening their air miles card #hotterandlongerthanhell",negative
9874,@USAirways hello! I never received a confirmation code for my flights (though they are confirmed--so says the automated reply). Any ideas?,negative
9875,@USAirways 5 hours on the phone waiting for a call back to find my luggage #shameonyou,negative
9876,@USAirways ... What's going on at @PHLAirport ?!  I've been sitting at the gate for 45minutes.,negative
9877,@USAirways 799 from AMS to PHL today- 3 of 4 flight attendants were downright rude and hostile and made the 8+ hour flight even worse.,negative
9878,@USAirways why the hell will you not put us in a hotel when you've stranded us. Your message says mechanical issues not weather. #usairways,negative
9879,@USAirways my wife left her phone on flight AWE474 on Friday February 20th upon landing in Minneapolis. How can we get it back? Thanks!,neutral
9880,@USAirways what's the deal with the flight computer network?,negative
9881,@USAirways does anyone actually work at the dividend miles department? http://t.co/BgtJFmnEOT,negative
9882,@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly,negative
9883,@USAirways Huge system problems at DCA.Manual check in; flight boarded but sitting at gate due to system issues. Frustrated Chairman member,negative
9884,"@USAirways epic fail @ CLT ystrdy w/Cancelled Flightled flights. No staff, no communication &amp; no refund for unused portion of tix. Keep it classy guys",negative
9885,@USAirways i have been tryng to rsrv a flight over the phone over the past 4 days and keep getting an automated message to call back?!?!?!,negative
9886,@USAirways @AmericanAir Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane.,negative
9887,@USAirways on plane from BOS to CLT for 60 mins. Still at gate. Crew says system-wide computers preventing paperwork. Any info you can give?,negative
9888,@USAirways will you hold #475 today for connecting passengers coming from delayed flights?,negative
9889,@USAirways provided the best service for me today! Thank you so much :),positive
9890,@USAirways Can you guys please give an update?  Been sitting on Tarmac on flight 601 yet the website still says it's on time?,negative
9891,@USAirways - flight was Cancelled Flightled to Buf today. Waited in line for 2+ hrs &amp; cus service was rude. No flight until Tues. Need to get to ROC.,negative
9892,@USAirways Seriously? I should keep trying after seven hours. That is your corporate policy? #usairwaysfail,negative
9893,"@USAirways his name is Rett Cavan, he has a gofundme page, and is going to take his last breath tonight. This airline only cares about money",negative
9894,@USAirways that you would let us just switch to a different set of flights so we could spend time with the family after he passes away...,negative
9895,@USAirways he is 8 months old and is suffering from a rare form of cancer. Your customer service agents had no compassion and I am disgusted,negative
9896,"@USAirways Best part was hearing the attendant give a voucher to person next to me for hotel at BGR. Then my guy saying ""we don't do that""",negative
9897,@USAirways horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags.,negative
9898,@USAirways is really good at deferring responsibility.,negative
9899,@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.,negative
9900,"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at😳. @JetBlue need your help",negative
9901,"@USAirways please help! No bags, no way to get through to customer service since 8AM this morning! Help!!",negative
9902,@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars,negative
9903,@USAirways glad people can put their coats in the storage area though. It would be super unfortunate to leave those on the floor,neutral
9904,@usairways @AmericanAir LAX connect from term 6 to term 4.  55min layover due to delay. US755-AA2595. Is this realistic? Can 2595 be held?,negative
9905,@USAirways But good luck getting there! Not cool.,neutral
9906,@USAirways I left an item on plane BOS-PHL on Friday.  I've called PHL US Airways # &amp; left 6 msgs. No return call what to do at this point.,negative
9907,@USAirways What a great way to kick someone when they are down. Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow,negative
9908,@USAirways thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look http://t.co/9rx5HOmM25,negative
9909,@USAirways so apparently all of your computers crashed at BWI?  Any update on when flights will be moving?,negative
9910,@USAirways made it to the Bahamas for work but my luggage didn't. I know #travel happens but is there anyway I can get more help/info?,negative
9911,"@USAirways 24 hrs Late Flightr still not home. Hotel, rental car etc with a 5 yr old, what happened to ""customer service is our first priority""",negative
9912,"@USAirways I saw online you had fee but I was wondering if there was a way to pay for it ahead of time, instead of at the kiosk",neutral
9913,"@USAirways Cancelled Flights my flight to NY 3 times, then once I make it here they decided for S&amp;Gs they'll Cancelled Flight my return flight too. Thanks.",negative
9914,@USAirways Y'all need to get it together,neutral
9915,@USAirways On hold for &gt;70 mins on my 3rd attempt just to get a receipt showing change fees for an upcoming flight. Please help!,negative
9916,@USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour &amp; a half in baggage claim for their bags just now,negative
9917,@USAirways No I need the corporate office number please as that is who is dealing with this for me. It's a 480 number.,neutral
9918,@USAirways CSTSVC in PHL honors UR system over my reality. No RCD of change in HPN. Now extra hours in PHL or $75 to get to CLE.,negative
9919,@USAirways #usairways Raleigh NC; baggage carousel staff were aggressive towards people waiting 1 1/2 hrs for bags. Flight 699,negative
9920,"@USAirways if my flight, 4035, is delayed, what time do I have to arrive at BHM?",neutral
9921,@USAirways on hold for 2+ hours.. Can I book using a Take Flight voucher online??,negative
9922,@USAirways when do we get our baggages? @usaireays 699 LA to RDU http://t.co/vU5lBZXtRX,negative
9923,@USAirways has the WORST customer service and their flights are always delayed,negative
9924,@USAirways if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul,negative
9925,"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!",positive
9926,@USAirways US Airlines 699 LA to RDU is holding onto baggages for an hour already and everyone is still waiting!?,negative
9927,@USAirways we've now learned to never fly with u again. You've lost 16 customers from our group + the hundreds more from our company,negative
9928,@USAirways spoke with your reps in NH and PA. Very poor communications. Bags still sitting in Philly. TRAIN YOUR STAFF,negative
9929,@USAirways thanks for the worst customer service on the face of the earth. I loved the 5+ hrs on hold along w 2 Cancelled Flightled flights,negative
9930,@USAirways I tried reaching out to you guys I'm running out time and patience I just want my flight to be honor and I want a confirmation!,negative
9931,@USAirways Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,neutral
9932,@USAirways and after six hours even the gate agent got fed up and left us all on line in front of an empty desk. Stay classy US Air.,negative
9933,@USAirways how do you lose a pilot????,negative
9934,@USAirways the ads on your phone systems when waiting for a rep is the most annoying thing ever especially when waiting for over 10 mins...,negative
9935,@USAirways @AmericanAir we are missing our connection due to delay out of LAS. What are we supposed to do now?,negative
9936,@USAirways #695 might have been Cancelled Flighted? mechanical issue. 6 hours Late Flightr 100 people still waiting and Zero information. Please send help.,negative
9937,"@USAirways 6 hours, no agent. Should I keep waiting?",negative
9938,@USAirways how hard is it to unload bags in order of arrival? 45 mins and counting for flight 699,negative
9939,"@USAirways is it policy to tell customers ""We can't help you?"" I'm sorry but this is unacceptable",negative
9940,@USAirways thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again. YYZ Terminal 3 dance party?,negative
9941,"@USAirways ""We can't help you. We don't put people up in hotels when you miss a flight it's against policy.""",negative
9942,"@USAirways my friends at KPHL were told by your rep ""if it were me I woulda just gone home this am and tried again tomorrow."" 1/2",negative
9943,@USAirways Ann Marie at LGA is the best ticket agent ever! #excellentcustomerservice,positive
9944,@USAirways wasted a day of my vacation after problems with not one but two planes... #waitinginphilly #flight838,negative
9945,@USAirways it's unacceptable the way your agents at the gate treat paying customers!!!,negative
9946,@USAirways  Mad love http://t.co/4ojrSDWPkK NYC-,neutral
